dataset,class_name,shap_gsd_feature_group,expected_rank_or_direction,source_citation,mapper_confidence,notes
bot_iot,Reconnaissance,FLOW_DURATION_MILLISECONDS,3,MITRE T1595 / T1595.001 / T1595.002 (T1046 alternate); Koroniotis2019BoTIoT (Nmap/Hping3/Xprobe2 over the full 0-65535 port range); Jung2004; Staniford2002 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The NF-v3 re-export merges OS_Fingerprint and Service_Scan into one label, so this profile is a superset over two sub-behaviours. ICMP_TYPE/ICMP_IPV4_TYPE were considered (Xprobe2 is an ICMP-based OS fingerprinter, per source 1's tool list) but left unmapped: source 2's scanning signature is TCP-handshake based and the ICMP claim would rest on tool identity alone. short flow duration."
bot_iot,Reconnaissance,NUM_PKTS_UP_TO_128_BYTES,3,MITRE T1595 / T1595.001 / T1595.002 (T1046 alternate); Koroniotis2019BoTIoT (Nmap/Hping3/Xprobe2 over the full 0-65535 port range); Jung2004; Staniford2002 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The NF-v3 re-export merges OS_Fingerprint and Service_Scan into one label, so this profile is a superset over two sub-behaviours. ICMP_TYPE/ICMP_IPV4_TYPE were considered (Xprobe2 is an ICMP-based OS fingerprinter, per source 1's tool list) but left unmapped: source 2's scanning signature is TCP-handshake based and the ICMP claim would rest on tool identity alone. probes are small packets."
bot_iot,Theft,FLOW_DURATION_MILLISECONDS,1,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. flow duration is the strongest reported single predictor."
bot_iot,Theft,SRC_TO_DST_IAT_AVG,1,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. timing regularity of the transfer."
bot_iot,Theft,SRC_TO_DST_SECOND_BYTES,1,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. outbound byte-transfer statistics, direction-explicit."
bot_iot,Theft,SRC_TO_DST_IAT_STDDEV,2,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. low-and-slow transfers show low timing dispersion."
bot_iot,Theft,SRC_TO_DST_AVG_THROUGHPUT,2,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. deliberately low throughput to evade volumetric detection."
bot_iot,Theft,DST_TO_SRC_SECOND_BYTES,2,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. the outbound/inbound asymmetry of an exfiltration flow."
bot_iot,Theft,DURATION_OUT,3,MITRE T1056.001 (keylogging) + T1041 (exfiltration); Koroniotis2019BoTIoT (Metasploit reverse-Meterpreter session); Muntaka2026; Sabir2021; Ghafir2018; Nadler2019; Leevy2022 (source2 sec.11),medium,"The NF-v3 re-export merges Theft_Keylogging (Collection, TA0009) and Theft_Data_Exfiltration (Exfiltration, TA0010) into one label spanning two MITRE tactics; this profile is the exfiltration-side signature, which source 2 treats jointly with keylogging because the flow-level literature does not separate them. Medium per the BoT-IoT doc's own net grading for the merged category. flow-interval duration feature."
ton_iot,scanning,DST_PORT_GROUP,1,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. per-flow proxy for the destination-port dispersion signal."
ton_iot,scanning,TCP_FLAGS,1,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. SYN-heavy / half-open handshakes, no completion."
ton_iot,scanning,IN_PKTS,2,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. minimal per-flow packet count (probes terminated before exchange)."
ton_iot,scanning,IN_BYTES,2,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. minimal per-flow byte count."
ton_iot,scanning,SERVER_TCP_FLAGS,2,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. RST / no-response rate from the probed service."
ton_iot,scanning,CLIENT_TCP_FLAGS,2,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. client-side SYN without ACK/FIN completion."
ton_iot,scanning,FLOW_DURATION_MILLISECONDS,3,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. short flow duration."
ton_iot,scanning,NUM_PKTS_UP_TO_128_BYTES,3,MITRE T1595.001/.002 (Nmap + Nessus documented for ToN-IoT specifically); Booij2022TONIoTHeterogeneity; Jung2004; Staniford2002; Lakhina2005; Nychis2008 (source2 sec.1),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. The strongest three-source agreement in the whole proxy-GT construction (source 1 tool list, source 2 multi-paper, source 4 highest measured pivot count) — recorded here even though it is not scoreable in this run. probes are small packets."
ton_iot,ddos,SRC_TO_DST_AVG_THROUGHPUT,1,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. elevated packet/byte rate toward the victim."
ton_iot,ddos,SRC_TO_DST_IAT_AVG,1,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. markedly compressed inter-packet timing."
ton_iot,ddos,TCP_FLAGS,1,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. SYN without corresponding ACK/FIN completion."
ton_iot,ddos,SRC_TO_DST_SECOND_BYTES,2,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. byte-rate elevation, direction-explicit."
ton_iot,ddos,SRC_TO_DST_IAT_STDDEV,2,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. low timing dispersion of an automated flood."
ton_iot,ddos,IN_PKTS,2,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. elevated packet volume."
ton_iot,ddos,FLOW_DURATION_MILLISECONDS,3,MITRE T1498; Booij2022TONIoTHeterogeneity (ufonet toolkit against multiple testbed nodes); Feinstein2003; Mirkovic2004; Peng2007 (source2 sec.2),high,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Sub-technique (direct flood vs. reflection amplification) unconfirmed for ufonet's actual invocation; does not affect the flow-feature expectation. skewed flow-duration distribution vs. benign."
ton_iot,dos,SRC_TO_DST_AVG_THROUGHPUT,1,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. elevated packet/byte rate toward the victim."
ton_iot,dos,SRC_TO_DST_IAT_AVG,1,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. markedly compressed inter-packet timing."
ton_iot,dos,TCP_FLAGS,1,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. SYN without corresponding ACK/FIN completion."
ton_iot,dos,SRC_TO_DST_SECOND_BYTES,2,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. byte-rate elevation, direction-explicit."
ton_iot,dos,SRC_TO_DST_IAT_STDDEV,2,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. low timing dispersion of an automated flood."
ton_iot,dos,IN_PKTS,2,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. elevated packet volume."
ton_iot,dos,FLOW_DURATION_MILLISECONDS,3,MITRE T1498/T1499 (boundary vs. ddos ambiguous in ToN-IoT's own documentation); Booij2022TONIoTHeterogeneity (custom Scapy scripts); Najafimehr2023 (source2 sec.2),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. ToN-IoT doc grades the dos/ddos technique boundary medium; the volumetric feature family is the same for both, so the profile is identical to ddos. skewed flow-duration distribution vs. benign."
ton_iot,password,FLOW_DURATION_MILLISECONDS,1,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. short, near-identical flow durations ('flat traffic')."
ton_iot,password,IN_BYTES,1,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. near-identical per-flow byte counts across repeated attempts."
ton_iot,password,DST_PORT_GROUP,1,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. fixed target authentication service port."
ton_iot,password,IN_PKTS,2,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. near-identical per-flow packet counts."
ton_iot,password,OUT_BYTES,2,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. authentication-failure response of constant size."
ton_iot,password,SRC_TO_DST_AVG_THROUGHPUT,2,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. count-rate features rank high on this dataset family."
ton_iot,password,L7_PROTO,3,MITRE T1110 (T1110.001/.003 sub-technique unconfirmed); Booij2022TONIoTHeterogeneity (Hydra/Cewl); Jonker2015; Najafabadi2015; Javed2013 (source2 sec.6),medium,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2 is solid for generic SSH/FTP brute force but has no IoT-protocol-specific study; the ToN-IoT application is an extrapolation, per source2 sec.6's own stated gap. the authenticating application-layer protocol."
ton_iot,Backdoor,SRC_TO_DST_IAT_AVG,1,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. check-in ('beaconing') interval periodicity.
ton_iot,Backdoor,SRC_TO_DST_IAT_STDDEV,1,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. regularity of that interval is the discriminator.
ton_iot,Backdoor,FLOW_DURATION_MILLISECONDS,1,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. persistent connection over an extended period.
ton_iot,Backdoor,SRC_TO_DST_AVG_THROUGHPUT,2,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. characteristically low-rate outbound channel.
ton_iot,Backdoor,NUM_PKTS_UP_TO_128_BYTES,2,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,"ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. small, consistent check-in payloads."
ton_iot,Backdoor,DURATION_OUT,2,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. flow-interval-aggregated duration feature.
ton_iot,Backdoor,L7_PROTO,3,MITRE T1547.001 / T1053 (Metasploit 'run persistence' documented for ToN-IoT); Booij2022TONIoTHeterogeneity; Harsha2016; Zhao2013; Gardiner2014 (source2 sec.3),medium,ToN-IoT doc grades the exact persistence sub-technique medium. Source 2 is solid for general C2 but not for the single-implant case. Note the class name is capitalised 'Backdoor' in ToN-IoT's label map while its sibling attack classes are lowercase. application-layer protocol carrying the channel.
ton_iot,ransomware,DST_PORT_GROUP,1,"MITRE T1210 (EternalBlue/SMB via Metasploit, documented for ToN-IoT); Booij2022TONIoTHeterogeneity; source2 sec.8 reports NO verified flow-feature signature for this category",low,Deliberate divergence from the ToN-IoT doc's HIGH technique grading: the technique attribution is well documented but source2 sec.8 places Direct Vulnerability Exploitation among the two weakest-grounded feature categories after two independent search passes. T1486 (encryption impact) has no NetFlow signature at all and is not mapped. DST_PORT_GROUP is expected to carry the SMB/445 target identity. identity of the exploited target service.
ton_iot,ransomware,L7_PROTO,2,"MITRE T1210 (EternalBlue/SMB via Metasploit, documented for ToN-IoT); Booij2022TONIoTHeterogeneity; source2 sec.8 reports NO verified flow-feature signature for this category",low,Deliberate divergence from the ToN-IoT doc's HIGH technique grading: the technique attribution is well documented but source2 sec.8 places Direct Vulnerability Exploitation among the two weakest-grounded feature categories after two independent search passes. T1486 (encryption impact) has no NetFlow signature at all and is not mapped. DST_PORT_GROUP is expected to carry the SMB/445 target identity. application-layer protocol of the exploited service.
ton_iot,ransomware,PROTOCOL,2,"MITRE T1210 (EternalBlue/SMB via Metasploit, documented for ToN-IoT); Booij2022TONIoTHeterogeneity; source2 sec.8 reports NO verified flow-feature signature for this category",low,Deliberate divergence from the ToN-IoT doc's HIGH technique grading: the technique attribution is well documented but source2 sec.8 places Direct Vulnerability Exploitation among the two weakest-grounded feature categories after two independent search passes. T1486 (encryption impact) has no NetFlow signature at all and is not mapped. DST_PORT_GROUP is expected to carry the SMB/445 target identity. transport protocol of the exploited service.
ton_iot,injection,DST_PORT_GROUP,1,MITRE T1190 (no ATT&CK-native SQLi ID); Booij2022TONIoTHeterogeneity (DVWA / Security Shepherd targets); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2's own finding is that standard NetFlow aggregate features are largely INSUFFICIENT to separate web-injection traffic from benign, and that session-persistence attributes are what improved detection — the short mapped set reflects that finding rather than an inability to search. the targeted web-application service port."
ton_iot,injection,FLOW_DURATION_MILLISECONDS,1,MITRE T1190 (no ATT&CK-native SQLi ID); Booij2022TONIoTHeterogeneity (DVWA / Security Shepherd targets); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2's own finding is that standard NetFlow aggregate features are largely INSUFFICIENT to separate web-injection traffic from benign, and that session-persistence attributes are what improved detection — the short mapped set reflects that finding rather than an inability to search. session-persistence / keep-alive behaviour."
ton_iot,injection,DURATION_IN,2,MITRE T1190 (no ATT&CK-native SQLi ID); Booij2022TONIoTHeterogeneity (DVWA / Security Shepherd targets); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2's own finding is that standard NetFlow aggregate features are largely INSUFFICIENT to separate web-injection traffic from benign, and that session-persistence attributes are what improved detection — the short mapped set reflects that finding rather than an inability to search. session-persistence attribute."
ton_iot,injection,L7_PROTO,2,MITRE T1190 (no ATT&CK-native SQLi ID); Booij2022TONIoTHeterogeneity (DVWA / Security Shepherd targets); CrespoMartinez2023 (source2 sec.5),low,"No explained flows for this class in the current run, so this row records the literature expectation without being scoreable yet; eval04 reports it as rho-undefined rather than as disagreement. Source 2's own finding is that standard NetFlow aggregate features are largely INSUFFICIENT to separate web-injection traffic from benign, and that session-persistence attributes are what improved detection — the short mapped set reflects that finding rather than an inability to search. HTTP as the carrying application-layer protocol."
ton_iot,xss,DST_PORT_GROUP,1,MITRE T1190 (identical umbrella to injection; ATT&CK does not distinguish XSS from SQLi); Booij2022TONIoTHeterogeneity (XSSer toolkit); CrespoMartinez2023 (source2 sec.5),low,"ATT&CK collapses xss and injection onto one technique ID, so the two classes carry the same expected profile here; this is a genuine limitation of the technique vocabulary, not a shortcut. A candidate XSS fan-out claim traced to Moustafa2021TONIoT could not be confirmed (paper inaccessible) and is not used. the targeted web-application service port."
ton_iot,xss,FLOW_DURATION_MILLISECONDS,1,MITRE T1190 (identical umbrella to injection; ATT&CK does not distinguish XSS from SQLi); Booij2022TONIoTHeterogeneity (XSSer toolkit); CrespoMartinez2023 (source2 sec.5),low,"ATT&CK collapses xss and injection onto one technique ID, so the two classes carry the same expected profile here; this is a genuine limitation of the technique vocabulary, not a shortcut. A candidate XSS fan-out claim traced to Moustafa2021TONIoT could not be confirmed (paper inaccessible) and is not used. session-persistence / keep-alive behaviour."
